Date,Value
2018-03-11,4761.12
2018-03-12,5054.61
2018-03-13,4372.13
2018-03-14,4492.13
2018-03-15,5228.76
2018-03-16,5626.52
2018-03-17,5063.37
2018-03-18,4779.78
2018-03-19,5078.43
2018-03-20,4762.92
2018-03-21,4735.28
2018-03-22,5373.26
2018-03-23,5505.84
2018-03-24,5029.66
2018-03-25,4960.22
2018-03-26,4585.84
2018-03-27,4699.55
2018-03-28,4678.88
2018-03-29,4886.29
2018-03-30,5860.45
2018-03-31,5339.55
2018-04-01,6318.43
2018-04-02,6863.37
2018-04-03,6086.52
2018-04-04,6397.75
2018-04-05,6951.24
2018-04-06,5660.22
2018-04-07,5340.67
2018-04-08,4996.4
2018-04-09,5070.79
2018-04-10,4947.64
2018-04-11,4693.26
2018-04-12,5071.01
2018-04-13,5183.37
2018-04-14,5125.39
2018-04-15,5037.53
2018-04-16,5362.47
2018-04-17,4438.88
2018-04-18,4533.03
2018-04-19,4579.55
2018-04-20,5802.7
2018-04-21,5197.98
2018-04-22,4950.34
2018-04-23,4764.94
2018-04-24,4440.0
2018-04-25,4788.31
2018-04-26,5367.42
2018-04-27,5762.25
2018-04-28,4862.02
2018-04-29,4374.38
2018-04-30,5201.8
2018-05-01,6187.42
2018-05-02,5264.94
2018-05-03,6075.73
2018-05-04,7686.74
2018-05-05,6489.21
2018-05-06,4524.27
2018-05-07,4482.7
2018-05-08,5003.37
2018-05-09,4534.16
2018-05-10,5111.69
2018-05-11,5809.89
2018-05-12,4815.06
2018-05-13,4857.53
2018-05-14,4634.83
2018-05-15,4530.11
2018-05-16,4920.67
2018-05-17,4867.87
2018-05-18,5407.42
2018-05-19,5246.74
2018-05-20,5341.35
2018-05-21,4765.17
2018-05-22,4615.96
2018-05-23,4480.9
2018-05-24,5112.81
2018-05-25,5468.31
2018-05-26,5312.36
2018-05-27,4826.74
2018-05-28,4718.43
2018-05-29,4617.98
2018-05-30,4751.91
2018-05-31,4646.97
2018-06-01,7347.64
2018-06-02,6069.66
2018-06-03,6368.31
2018-06-04,6617.08
2018-06-05,5984.04
2018-06-06,4111.24
2018-06-07,4913.71
2018-06-08,5655.96
2018-06-09,5403.15
2018-06-10,4422.7
2018-06-11,4600.0
2018-06-12,4106.97
2018-06-13,4431.91
2018-06-14,4779.78
2018-06-15,6289.89
2018-06-16,6634.38
2018-06-17,4854.16
2018-06-18,4559.33
2018-06-19,4712.36
2018-06-20,4226.97
2018-06-21,4807.19
2018-06-22,5079.78
2018-06-23,5137.3
2018-06-24,4652.58
2018-06-25,4997.98
2018-06-26,5070.79
2018-06-27,4525.39
2018-06-28,4657.75
2018-06-29,5740.0
2018-06-30,4995.73
2018-07-01,5810.79
2018-07-02,6540.0
2018-07-03,5830.34
2018-07-04,5788.99
2018-07-05,6528.09
2018-07-06,5260.45
2018-07-07,5093.71
2018-07-08,4214.61
2018-07-09,4566.97
2018-07-10,4376.63
2018-07-11,4615.28
2018-07-12,4715.06
2018-07-13,5441.12
2018-07-14,4373.03
2018-07-15,4695.06
2018-07-16,4305.84
2018-07-17,4706.97
2018-07-18,4079.1
2018-07-19,4592.36
2018-07-20,5088.76
2018-07-21,4696.18
2018-07-22,4890.34
2018-07-23,4928.31
2018-07-24,4445.62
2018-07-25,4369.21
2018-07-26,4840.0
2018-07-27,5465.39
2018-07-28,4673.48
2018-07-29,4508.99
2018-07-30,4168.76
2018-07-31,4289.44
2018-08-01,5582.92
2018-08-02,6746.74
2018-08-03,7066.29
2018-08-04,5706.97
2018-08-05,4993.71
2018-08-06,4226.97
2018-08-07,4041.8
2018-08-08,4073.26
2018-08-09,4465.62
2018-08-10,5171.91
2018-08-11,4568.31
2018-08-12,4113.26
2018-08-13,4728.54
2018-08-14,4316.85
2018-08-15,4712.13
2018-08-16,4546.07
2018-08-17,5377.75
2018-08-18,4675.06
2018-08-19,4381.12
2018-08-20,4296.85
2018-08-21,3854.16
2018-08-22,3897.98
2018-08-23,4530.11
2018-08-24,5322.25
2018-08-25,4661.35
2018-08-26,4205.84
2018-08-27,4363.15
2018-08-28,4325.39
2018-08-29,4477.08
2018-08-30,4478.88
2018-08-31,5220.67
2018-09-01,5832.58
2018-09-02,5698.2
2018-09-03,6069.66
2018-09-04,5724.72
2018-09-05,5184.27
2018-09-06,4493.26
2018-09-07,5626.29
2018-09-08,5182.47
2018-09-09,4405.17
2018-09-10,4400.9
2018-09-11,4602.92
2018-09-12,4517.08
2018-09-13,4526.07
2018-09-14,4863.37
2018-09-15,4336.63
2018-09-16,4719.33
2018-09-17,4448.99
2018-09-18,4543.37
2018-09-19,4022.7
2018-09-20,4286.07
2018-09-21,5175.06
2018-09-22,4838.43
2018-09-23,4366.97
2018-09-24,4387.42
2018-09-25,4085.39
2018-09-26,4335.06
2018-09-27,4081.57
2018-09-28,5639.55
2018-09-29,4760.45
2018-09-30,4863.15
2018-10-01,6184.72
2018-10-02,5349.89
2018-10-03,5707.19
2018-10-04,6181.35
2018-10-05,6645.62
2018-10-06,4511.01
2018-10-07,4702.47
2018-10-08,5029.89
2018-10-09,4599.1
2018-10-10,3942.7
2018-10-11,4638.2
2018-10-12,5710.34
2018-10-13,4329.66
2018-10-14,4582.47
2018-10-15,4086.07
2018-10-16,4476.85
2018-10-17,4468.76
2018-10-18,4512.81
2018-10-19,6533.71
2018-10-20,4776.85
2018-10-21,4325.84
2018-10-22,4523.6
2018-10-23,3839.55
2018-10-24,4512.81
2018-10-25,4270.56
2018-10-26,5060.22
2018-10-27,4917.98
2018-10-28,4247.42
2018-10-29,4511.91
2018-10-30,4432.58
2018-10-31,4226.52
2018-11-01,6155.06
2018-11-02,7192.36
2018-11-03,6173.93
2018-11-04,5288.99
2018-11-05,5864.94
2018-11-06,4554.83
2018-11-07,5221.12
2018-11-08,4628.31
2018-11-09,5357.98
2018-11-10,4919.78
2018-11-11,4524.04
2018-11-12,5197.53
2018-11-13,4809.44
2018-11-14,4654.61
2018-11-15,4666.29
2018-11-16,5539.55
2018-11-17,4911.46
2018-11-18,5193.26
2018-11-19,4744.94
2018-11-20,4502.7
2018-11-21,4587.64
2018-11-22,4952.13
2018-11-23,5697.3
2018-11-24,4945.17
2018-11-25,4569.21
2018-11-26,4641.12
2018-11-27,4291.24
2018-11-28,4032.13
2018-11-29,4743.15
2018-11-30,4780.9
2018-12-01,6723.6
2018-12-02,5729.66
2018-12-03,6047.42
2018-12-04,5950.34
2018-12-05,5583.6
2018-12-06,5130.56
2018-12-07,6164.72
2018-12-08,4533.48
2018-12-09,4638.88
2018-12-10,4756.63
2018-12-11,4434.61
2018-12-12,4260.9
2018-12-13,4762.7
2018-12-14,5431.91
2018-12-15,4788.76
2018-12-16,4522.7
2018-12-17,4710.56
2018-12-18,4416.85
2018-12-19,4445.84
2018-12-20,4508.76
2018-12-21,5744.72
2018-12-22,4999.55
2018-12-23,4568.76
2018-12-24,4517.3
2018-12-25,4887.19
2018-12-26,4358.2
2018-12-27,4615.96
2018-12-28,5411.24
2018-12-29,4903.15
2018-12-30,4660.45
2018-12-31,4599.55
2019-01-01,6515.06
2019-01-02,6630.56
2019-01-03,7546.07
2019-01-04,8077.3
2019-01-05,6669.44
2019-01-06,4794.61
2019-01-07,5208.99
2019-01-08,4893.48
2019-01-09,4657.98
2019-01-10,4643.82
2019-01-11,6000.67
2019-01-12,5393.03
2019-01-13,5022.7
2019-01-14,4954.61
2019-01-15,4989.66
2019-01-16,4685.17
2019-01-17,5230.11
2019-01-18,5555.28
2019-01-19,5213.03
2019-01-20,4897.53
2019-01-21,4921.57
2019-01-22,4754.16
2019-01-23,4848.09
2019-01-24,5143.82
2019-01-25,5757.53
2019-01-26,6795.96
2019-01-27,4817.08
2019-01-28,5344.04
2019-01-29,4951.01
2019-01-30,4469.21
2019-01-31,4980.9
2019-02-01,8409.44
2019-02-02,7090.56
2019-02-03,6462.25
2019-02-04,6398.88
2019-02-05,6763.82
2019-02-06,4981.57
2019-02-07,4937.53
2019-02-08,6521.8
2019-02-09,5316.85
2019-02-10,5307.64
2019-02-11,4819.55
2019-02-12,4848.99
2019-02-13,5003.37
2019-02-14,5458.43
2019-02-15,6331.01
2019-02-16,5560.0
2019-02-17,5047.42
2019-02-18,5013.03
2019-02-19,4616.63
2019-02-20,4805.62
2019-02-21,5054.38
2019-02-22,6635.06
2019-02-23,5177.75
2019-02-24,5486.29
2019-02-25,5054.83
2019-02-26,4543.82
2019-02-27,4742.7
2019-02-28,5148.76
2019-03-01,8137.75
2019-03-02,6795.28
2019-03-03,6217.3
2019-03-04,7631.01
2019-03-05,6734.61
2019-03-06,4802.92
2019-03-07,5367.19
2019-03-08,6140.9
2019-03-09,5557.08
2019-03-10,5213.93
2019-03-11,5778.2
2019-03-12,4815.96
2019-03-13,4773.26
2019-03-14,5031.69
2019-03-15,6304.94
2019-03-16,5336.4
2019-03-17,4669.44
2019-03-18,5220.22
2019-03-19,4780.0
2019-03-20,4770.56
2019-03-21,5903.82
2019-03-22,5948.31
2019-03-23,5101.57
2019-03-24,4920.0
2019-03-25,5112.36
2019-03-26,5251.46
2019-03-27,5004.72
2019-03-28,5376.18
2019-03-29,6263.82
2019-03-30,5629.21
2019-03-31,4811.01
2019-04-01,7107.87
2019-04-02,6700.67
2019-04-03,6379.78
2019-04-04,7127.19
2019-04-05,7875.28
2019-04-06,5159.55
2019-04-07,5338.43
2019-04-08,5135.06
2019-04-09,5004.04
2019-04-10,4543.37
2019-04-11,5120.45
2019-04-12,6554.16
2019-04-13,5383.6
2019-04-14,4745.84
2019-04-15,5459.33
2019-04-16,4982.92
2019-04-17,4712.36
2019-04-18,5121.8
2019-04-19,6137.98
2019-04-20,5169.66
2019-04-21,4851.01
2019-04-22,4921.8
2019-04-23,5051.69
2019-04-24,4682.47
2019-04-25,5165.39
2019-04-26,6006.74
2019-04-27,5868.54
2019-04-28,5014.16
2019-04-29,4995.28
2019-04-30,4841.8
2019-05-01,6345.84
2019-05-02,7500.0
2019-05-03,7782.25
2019-05-04,6480.9
2019-05-05,6750.79
2019-05-06,5328.99
2019-05-07,4948.76
2019-05-08,4914.16
2019-05-09,5430.79
2019-05-10,6197.3
2019-05-11,4959.55
2019-05-12,5057.98
2019-05-13,4972.58
2019-05-14,4668.76
2019-05-15,4624.72
2019-05-16,4942.7
2019-05-17,5712.13
2019-05-18,4814.61
2019-05-19,5131.69
2019-05-20,4925.62
2019-05-21,4499.1
2019-05-22,4848.31
2019-05-23,5466.07
2019-05-24,5561.57
2019-05-25,4987.19
2019-05-26,4988.99
2019-05-27,5074.61
2019-05-28,4714.38
2019-05-29,4773.71
2019-05-30,5334.38
2019-05-31,6356.4
2019-06-01,6173.26
2019-06-02,5968.31
2019-06-03,6549.89
2019-06-04,6315.06
2019-06-05,6472.81
2019-06-06,5177.3
2019-06-07,5797.53
2019-06-08,4207.87
2019-06-09,4914.38
2019-06-10,4560.0
2019-06-11,4942.7
2019-06-12,4791.69
2019-06-13,5159.78
2019-06-14,5726.07
2019-06-15,4852.36
2019-06-16,4649.44
2019-06-17,4725.62
2019-06-18,4560.0
2019-06-19,4472.36
2019-06-20,4709.66
2019-06-21,6248.09
2019-06-22,5119.33
2019-06-23,5168.54
2019-06-24,5291.46
2019-06-25,4750.56
2019-06-26,4740.0
2019-06-27,5046.52
2019-06-28,5392.36
2019-06-29,4615.28
2019-06-30,5147.64
2019-07-01,6040.0
2019-07-02,6702.7
2019-07-03,6362.02
2019-07-04,6454.83
2019-07-05,8365.84
2019-07-06,4699.1
2019-07-07,4369.44
2019-07-08,5038.43
2019-07-09,4502.47
2019-07-10,4457.53
2019-07-11,5148.54
2019-07-12,5785.39
2019-07-13,4968.31
2019-07-14,4661.57
2019-07-15,5396.4
2019-07-16,4601.12
2019-07-17,4280.22
2019-07-18,4791.69
2019-07-19,6200.9
2019-07-20,4840.45
2019-07-21,5327.19
2019-07-22,4633.71
2019-07-23,4704.27
2019-07-24,4284.27
2019-07-25,4746.74
2019-07-26,5822.47
2019-07-27,4912.13
2019-07-28,4235.06
2019-07-29,4556.18
2019-07-30,4772.58
2019-07-31,4609.89
2019-08-01,6779.55
2019-08-02,7227.19
2019-08-03,5730.34
2019-08-04,6340.9
2019-08-05,6691.01
2019-08-06,4288.54
2019-08-07,4607.64
2019-08-08,4963.15
2019-08-09,5144.94
2019-08-10,4805.84
2019-08-11,4731.46
2019-08-12,4769.66
2019-08-13,4248.09
2019-08-14,4542.7
2019-08-15,5427.19
2019-08-16,5275.28
2019-08-17,5122.02
2019-08-18,4543.6
2019-08-19,4748.09
2019-08-20,4554.61
2019-08-21,4521.8
2019-08-22,4573.93
2019-08-23,5570.79
2019-08-24,5213.03
2019-08-25,4948.76
2019-08-26,4860.22
2019-08-27,4228.76
2019-08-28,4313.71
2019-08-29,4647.87
2019-08-30,5679.1
2019-08-31,4431.46
2019-09-01,5815.51
2019-09-02,6195.06
2019-09-03,5939.78
2019-09-04,5947.19
2019-09-05,6192.36
2019-09-06,5586.07
2019-09-07,5164.94
2019-09-08,4444.49
2019-09-09,4779.1
2019-09-10,4644.94
2019-09-11,4578.88
2019-09-12,4447.42
2019-09-13,5861.8
2019-09-14,4917.53
2019-09-15,4421.35
2019-09-16,4602.47
2019-09-17,4422.7
2019-09-18,4450.79
2019-09-19,4467.87
2019-09-20,5989.66
2019-09-21,5066.07
2019-09-22,4784.72
2019-09-23,4615.28
2019-09-24,4531.91
2019-09-25,4634.61
2019-09-26,4501.57
2019-09-27,5918.88
2019-09-28,4877.3
2019-09-29,4260.67
2019-09-30,5076.63
2019-10-01,6408.99
2019-10-02,6527.64
2019-10-03,6097.08
2019-10-04,7529.66
2019-10-05,6956.85
2019-10-06,4672.36
2019-10-07,4830.34
2019-10-08,4873.48
2019-10-09,4303.37
2019-10-10,4698.2
2019-10-11,5281.35
2019-10-12,4731.01
2019-10-13,5124.04
2019-10-14,4736.4
2019-10-15,4381.35
2019-10-16,4356.18
2019-10-17,4770.34
2019-10-18,5632.58
2019-10-19,4630.56
2019-10-20,4713.03
2019-10-21,4932.58
2019-10-22,4589.89
2019-10-23,4658.43
2019-10-24,4833.48
2019-10-25,5785.84
2019-10-26,4707.42
2019-10-27,6151.24
2019-10-28,4718.65
2019-10-29,4573.93
2019-10-30,4140.67
2019-10-31,5212.58
2019-11-01,7877.53
2019-11-02,6130.11
2019-11-03,5494.61
2019-11-04,6200.9
2019-11-05,6324.49
2019-11-06,4388.09
2019-11-07,5187.87
2019-11-08,5852.36
2019-11-09,5000.45
2019-11-10,4684.27
2019-11-11,4706.07
2019-11-12,4759.1
2019-11-13,4080.9
2019-11-14,4965.84
2019-11-15,5842.02
2019-11-16,4691.91
2019-11-17,4454.61
2019-11-18,5067.87
2019-11-19,4310.34
2019-11-20,4518.88
2019-11-21,4746.74
2019-11-22,5834.83
2019-11-23,5324.94
2019-11-24,5281.57
2019-11-25,4746.74
2019-11-26,4474.38
2019-11-27,4745.84
2019-11-28,5148.54
2019-11-29,5646.97
2019-11-30,4852.36
2019-12-01,6300.0
2019-12-02,6776.18
2019-12-03,6644.94
2019-12-04,6857.98
2019-12-05,6692.13
2019-12-06,5908.54
2019-12-07,5098.65
2019-12-08,4340.0
2019-12-09,4912.58
2019-12-10,4817.08
2019-12-11,4669.66
2019-12-12,5135.28
2019-12-13,5992.13
2019-12-14,5120.0
2019-12-15,5274.38
2019-12-16,5265.39
2019-12-17,4757.08
2019-12-18,4422.92
2019-12-19,4471.69
2019-12-20,5820.22
2019-12-21,5653.71
2019-12-22,4682.47
2019-12-23,4943.6
2019-12-24,4317.3
2019-12-25,5405.84
2019-12-26,5003.37
2019-12-27,5486.52
2019-12-28,5160.9
2019-12-29,4779.33
2019-12-30,4840.67
2019-12-31,4296.85
2020-01-01,6777.08
2020-01-02,7346.07
2020-01-03,8076.18
2020-01-04,6029.89
2020-01-05,6562.25
2020-01-06,4990.79
2020-01-07,4782.25
2020-01-08,5046.74
2020-01-09,4663.6
2020-01-10,5990.11
2020-01-11,6045.39
2020-01-12,5102.25
2020-01-13,5656.63
2020-01-14,4833.71
2020-01-15,4798.2
2020-01-16,5314.38
2020-01-17,5852.13
2020-01-18,5047.42
2020-01-19,4526.97
2020-01-20,5614.83
2020-01-21,4879.33
2020-01-22,4908.09
2020-01-23,5273.48
2020-01-24,6386.52
2020-01-25,5840.0
2020-01-26,6976.18
2020-01-27,5011.46
2020-01-28,5262.7
2020-01-29,4891.91
2020-01-30,5479.1
2020-01-31,6683.6
2020-02-01,7090.56
2020-02-02,7218.65
2020-02-03,7067.64
2020-02-04,7062.47
2020-02-05,6746.52
2020-02-06,5135.51
2020-02-07,6352.81
2020-02-08,5784.04
2020-02-09,5017.08
2020-02-10,5162.02
2020-02-11,5791.69
2020-02-12,4872.58
2020-02-13,4914.16
2020-02-14,6416.85
2020-02-15,5424.27
2020-02-16,5415.96
2020-02-17,5446.29
2020-02-18,5251.01
2020-02-19,5121.35
2020-02-20,5432.13
2020-02-21,6409.21
2020-02-22,4940.67
2020-02-23,5349.44
2020-02-24,5143.37
2020-02-25,4751.69
2020-02-26,5164.27
2020-02-27,5307.87
2020-02-28,5690.34
2020-02-29,5313.03
2020-03-01,6207.42
2020-03-02,7370.11
2020-03-03,7148.99
2020-03-04,6757.98
2020-03-05,7059.55
2020-03-06,6698.43
2020-03-07,5868.09
2020-03-08,5798.43
2020-03-09,5431.24
2020-03-10,5700.22
2020-03-11,4969.89
2020-03-12,4877.3
2020-03-13,6704.49
2020-03-14,5699.55
2020-03-15,5498.65
2020-03-16,5320.22
2020-03-17,4781.12
2020-03-18,5333.03
2020-03-19,5167.42
2020-03-20,6122.92
2020-03-21,5431.69
2020-03-22,5286.07
2020-03-23,5399.33
2020-03-24,4984.27
2020-03-25,2863.37
2020-03-26,2992.81
2020-03-27,3647.87
2020-03-28,3055.28
2020-03-29,3025.62
2020-03-30,2802.7
2020-03-31,2725.62
2020-04-01,4067.19
2020-04-02,4004.72
2020-04-03,4641.57
2020-04-04,3850.56
2020-04-05,3713.26
2020-04-06,2833.71
2020-04-07,2856.18
2020-04-08,2915.51
2020-04-09,3203.37
2020-04-10,3498.65
2020-04-11,2974.38
2020-04-12,2866.07
2020-04-13,3303.15
2020-04-14,2841.57
2020-04-15,2867.19
2020-04-16,2764.27
2020-04-17,3543.37
2020-04-18,3161.12
2020-04-19,3013.26
2020-04-20,3011.69
2020-04-21,2910.79
2020-04-22,2893.48
2020-04-23,2529.66
2020-04-24,3764.72
2020-04-25,3220.0
2020-04-26,2990.56
2020-04-27,2872.13
2020-04-28,2850.79
2020-04-29,2831.24
2020-04-30,2800.0
2020-05-01,5137.98
2020-05-02,4446.52
2020-05-03,3330.79
2020-05-04,3509.21
2020-05-05,3744.04
2020-05-06,2892.58
2020-05-07,2856.63
2020-05-08,3600.22
2020-05-09,2896.18
2020-05-10,2926.97
2020-05-11,2515.73
2020-05-12,2960.9
2020-05-13,2847.19
2020-05-14,2888.99
2020-05-15,3405.84
2020-05-16,4120.9
2020-05-17,3837.98
2020-05-18,4234.61
2020-05-19,3473.71
2020-05-20,3518.43
2020-05-21,4261.35
2020-05-22,4407.87
2020-05-23,4357.08
2020-05-24,4097.3
2020-05-25,4274.83
2020-05-26,3680.22
2020-05-27,3594.38
2020-05-28,4091.69
2020-05-29,4313.48
2020-05-30,4273.93
2020-05-31,3824.94
2020-06-01,5438.43
2020-06-02,5186.97
2020-06-03,4757.75
2020-06-04,5497.08
2020-06-05,6538.88
2020-06-06,4280.22
2020-06-07,3762.7
2020-06-08,3782.02
2020-06-09,3715.73
2020-06-10,3591.46
2020-06-11,3625.17
2020-06-12,4484.94
2020-06-13,3593.03
2020-06-14,3994.83
2020-06-15,3992.58
2020-06-16,3595.06
2020-06-17,3681.57
2020-06-18,3837.75
2020-06-19,4398.2
2020-06-20,3735.96
2020-06-21,3664.72
2020-06-22,3790.79
2020-06-23,3698.43
2020-06-24,3624.49
2020-06-25,3762.25
2020-06-26,4792.58
2020-06-27,4442.02
2020-06-28,3706.07
2020-06-29,3341.35
2020-06-30,3665.62
2020-07-01,6517.3
2020-07-02,6845.84
2020-07-03,8376.4
2020-07-04,6227.64
2020-07-05,6055.28
2020-07-06,5106.07
2020-07-07,4696.85
2020-07-08,4731.24
2020-07-09,5241.12
2020-07-10,6053.26
2020-07-11,4764.27
2020-07-12,5213.03
2020-07-13,4616.4
2020-07-14,4716.85
2020-07-15,5276.63
2020-07-16,4802.47
2020-07-17,6304.94
2020-07-18,5011.69
2020-07-19,4869.66
2020-07-20,5014.16
2020-07-21,4668.54
2020-07-22,4895.96
2020-07-23,5166.97
2020-07-24,6058.2
2020-07-25,5158.43
2020-07-26,4937.75
2020-07-27,4496.63
2020-07-28,4720.45
2020-07-29,4489.21
2020-07-30,4724.27
2020-07-31,5709.66
2020-08-01,6469.66
2020-08-02,6406.97
2020-08-03,6421.8
2020-08-04,7065.39
2020-08-05,6327.42
2020-08-06,5021.57
2020-08-07,5413.93
2020-08-08,5453.48
2020-08-09,5255.73
2020-08-10,5183.15
2020-08-11,4733.48
2020-08-12,4528.09
2020-08-13,4844.94
2020-08-14,5810.79
2020-08-15,6678.43
2020-08-16,4921.35
2020-08-17,4780.9
2020-08-18,5019.78
2020-08-19,4519.33
2020-08-20,5159.33
2020-08-21,5534.38
2020-08-22,4766.29
2020-08-23,4758.43
2020-08-24,4398.88
2020-08-25,5044.27
2020-08-26,4350.56
2020-08-27,5065.84
2020-08-28,5528.09
2020-08-29,5391.46
2020-08-30,4753.26
2020-08-31,4936.85
2020-09-01,6241.57
2020-09-02,6304.04
2020-09-03,6610.11
2020-09-04,7892.13
2020-09-05,5875.28
2020-09-06,5106.52
2020-09-07,5005.39
2020-09-08,4664.72
2020-09-09,4610.11
2020-09-10,5182.25
2020-09-11,5805.39
2020-09-12,5008.54
2020-09-13,4907.42
2020-09-14,4747.42
2020-09-15,4795.51
2020-09-16,4340.0
2020-09-17,4901.8
2020-09-18,5831.24
2020-09-19,4976.85
2020-09-20,4797.08
2020-09-21,4819.33
2020-09-22,4980.0
2020-09-23,4150.79
2020-09-24,5223.6
2020-09-25,6205.84
2020-09-26,5384.72
2020-09-27,4800.67
2020-09-28,4793.48
2020-09-29,4862.02
2020-09-30,4657.3
2020-10-01,7195.96
2020-10-02,8189.89
2020-10-03,5976.63
2020-10-04,6209.44
2020-10-05,6715.28
2020-10-06,4555.06
2020-10-07,4715.06
2020-10-08,5233.03
2020-10-09,5706.97
2020-10-10,5048.09
2020-10-11,4467.64
2020-10-12,4887.64
2020-10-13,4804.72
2020-10-14,4456.63
2020-10-15,5327.64
2020-10-16,5578.2
2020-10-17,5369.44
2020-10-18,4606.29
2020-10-19,5446.29
2020-10-20,4615.06
2020-10-21,4567.87
2020-10-22,4593.03
2020-10-23,5343.6
2020-10-24,4862.02
2020-10-25,6817.75
2020-10-26,4776.85
2020-10-27,4731.69
2020-10-28,4110.56
2020-10-29,5050.11
2020-10-30,6452.36
2020-10-31,5294.16
2020-11-01,6224.49
2020-11-02,7059.33
2020-11-03,6466.97
2020-11-04,6339.78
2020-11-05,7310.56
2020-11-06,5821.35
2020-11-07,5392.58
2020-11-08,5076.85
2020-11-09,5377.53
2020-11-10,4994.61
2020-11-11,4602.92
2020-11-12,5334.16
2020-11-13,5936.85
2020-11-14,6844.27
2020-11-15,5286.97
2020-11-16,5286.29
2020-11-17,4929.89
2020-11-18,5132.81
2020-11-19,5057.3
2020-11-20,5771.69
2020-11-21,4980.67
2020-11-22,4962.47
2020-11-23,5204.72
2020-11-24,4569.66
2020-11-25,4871.01
2020-11-26,5184.27
2020-11-27,5276.4
2020-11-28,4813.03
2020-11-29,5338.65
2020-11-30,5044.27
2020-12-01,6655.28
2020-12-02,6712.13
2020-12-03,6946.07
2020-12-04,8248.99
2020-12-05,6168.76
2020-12-06,4939.78
2020-12-07,5493.93
2020-12-08,4638.43
2020-12-09,5054.61
2020-12-10,5324.94
2020-12-11,6580.67
2020-12-12,4742.92
2020-12-13,4578.88
2020-12-14,5267.19
2020-12-15,4984.27
2020-12-16,4988.54
2020-12-17,5365.17
2020-12-18,5856.18
2020-12-19,5557.3
2020-12-20,5406.97
2020-12-21,4839.78
2020-12-22,4754.83
2020-12-23,4926.07
2020-12-24,5420.67
2020-12-25,6700.22
2020-12-26,5158.65
2020-12-27,5345.17
2020-12-28,5053.26
2020-12-29,4681.57
2020-12-30,4628.31
2020-12-31,4892.13
