Date,ATM_ID,ATM_Name,Location_Type,Capacity,Cash_Withdrawn,Transaction_Count,Avg_Ticket_Size,Day_Of_Week,Is_Weekend,Is_Salary_Day,Holiday_Flag,Holiday_Name
2020-04-02,ATM_03,ATM_03_Residential,Residential Suburb,2000000,194200.0,70,2774.29,Thu,0,1,1,Ram Navami
2020-04-02,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,534900.0,181,2955.25,Thu,0,1,1,Ram Navami
2020-04-02,ATM_05,ATM_05_University,University Campus,1500000,42200.0,16,2637.5,Thu,0,1,1,Ram Navami
2020-04-03,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,460500.0,145,3175.86,Fri,0,1,0,None
2020-04-03,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,385000.0,132,2916.67,Fri,0,1,0,None
2020-04-03,ATM_03,ATM_03_Residential,Residential Suburb,2000000,200800.0,57,3522.81,Fri,0,1,0,None
2020-04-03,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,339600.0,103,3297.09,Fri,0,1,0,None
2020-04-03,ATM_05,ATM_05_University,University Campus,1500000,148300.0,58,2556.9,Fri,0,1,0,None
2020-04-04,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,178800.0,55,3250.91,Sat,1,1,0,None
2020-04-04,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,428400.0,135,3173.33,Sat,1,1,0,None
2020-04-04,ATM_03,ATM_03_Residential,Residential Suburb,2000000,205000.0,59,3474.58,Sat,1,1,0,None
2020-04-04,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,462300.0,194,2382.99,Sat,1,1,0,None
2020-04-04,ATM_05,ATM_05_University,University Campus,1500000,105700.0,33,3203.03,Sat,1,1,0,None
2020-04-05,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,129100.0,37,3489.19,Sun,1,1,0,None
2020-04-05,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,527600.0,197,2678.17,Sun,1,1,0,None
2020-04-05,ATM_03,ATM_03_Residential,Residential Suburb,2000000,200000.0,61,3278.69,Sun,1,1,0,None
2020-04-05,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,518600.0,185,2803.24,Sun,1,1,0,None
2020-04-05,ATM_05,ATM_05_University,University Campus,1500000,64900.0,21,3090.48,Sun,1,1,0,None
2020-04-06,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,238300.0,72,3309.72,Mon,0,0,0,None
2020-04-06,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,159600.0,46,3469.57,Mon,0,0,0,None
2020-04-06,ATM_03,ATM_03_Residential,Residential Suburb,2000000,149500.0,66,2265.15,Mon,0,0,0,None
2020-04-06,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,386300.0,115,3359.13,Mon,0,0,0,None
2020-04-06,ATM_05,ATM_05_University,University Campus,1500000,86000.0,34,2529.41,Mon,0,0,0,None
2020-04-07,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,223800.0,98,2283.67,Tue,0,0,0,None
2020-04-07,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,211700.0,81,2613.58,Tue,0,0,0,None
2020-04-07,ATM_03,ATM_03_Residential,Residential Suburb,2000000,115400.0,42,2747.62,Tue,0,0,0,None
2020-04-07,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,394500.0,151,2612.58,Tue,0,0,0,None
2020-04-07,ATM_05,ATM_05_University,University Campus,1500000,117900.0,41,2875.61,Tue,0,0,0,None
2020-04-08,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,260300.0,109,2388.07,Wed,0,0,0,None
2020-04-08,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,229400.0,82,2797.56,Wed,0,0,0,None
2020-04-08,ATM_03,ATM_03_Residential,Residential Suburb,2000000,124600.0,36,3461.11,Wed,0,0,0,None
2020-04-08,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,269500.0,98,2750.0,Wed,0,0,0,None
2020-04-08,ATM_05,ATM_05_University,University Campus,1500000,96200.0,35,2748.57,Wed,0,0,0,None
2020-04-09,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,228800.0,98,2334.69,Thu,0,0,0,None
2020-04-09,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,205600.0,59,3484.75,Thu,0,0,0,None
2020-04-09,ATM_03,ATM_03_Residential,Residential Suburb,2000000,135500.0,60,2258.33,Thu,0,0,0,None
2020-04-09,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,318300.0,92,3459.78,Thu,0,0,0,None
2020-04-09,ATM_05,ATM_05_University,University Campus,1500000,108100.0,32,3378.12,Thu,0,0,0,None
2020-04-10,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,119800.0,41,2921.95,Fri,0,0,1,Good Friday
2020-04-10,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,614100.0,176,3489.2,Fri,0,0,1,Good Friday
2020-04-10,ATM_03,ATM_03_Residential,Residential Suburb,2000000,153000.0,62,2467.74,Fri,0,0,1,Good Friday
2020-04-10,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,633400.0,268,2363.43,Fri,0,0,1,Good Friday
2020-04-10,ATM_05,ATM_05_University,University Campus,1500000,34900.0,11,3172.73,Fri,0,0,1,Good Friday
2020-04-11,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,91100.0,30,3036.67,Sat,1,0,0,None
2020-04-11,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,390900.0,121,3230.58,Sat,1,0,0,None
2020-04-11,ATM_03,ATM_03_Residential,Residential Suburb,2000000,153100.0,60,2551.67,Sat,1,0,0,None
2020-04-11,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,424400.0,185,2294.05,Sat,1,0,0,None
2020-04-11,ATM_05,ATM_05_University,University Campus,1500000,69600.0,21,3314.29,Sat,1,0,0,None
2020-04-12,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,77500.0,23,3369.57,Sun,1,0,0,None
2020-04-12,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,398700.0,151,2640.4,Sun,1,0,0,None
2020-04-12,ATM_03,ATM_03_Residential,Residential Suburb,2000000,163200.0,74,2205.41,Sun,1,0,0,None
2020-04-12,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,473700.0,142,3335.92,Sun,1,0,0,None
2020-04-12,ATM_05,ATM_05_University,University Campus,1500000,47200.0,18,2622.22,Sun,1,0,0,None
2020-04-13,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,259100.0,106,2444.34,Mon,0,0,0,None
2020-04-13,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,178600.0,80,2232.5,Mon,0,0,0,None
2020-04-13,ATM_03,ATM_03_Residential,Residential Suburb,2000000,142900.0,44,3247.73,Mon,0,0,0,None
2020-04-13,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,369000.0,152,2427.63,Mon,0,0,0,None
2020-04-13,ATM_05,ATM_05_University,University Campus,1500000,114000.0,50,2280.0,Mon,0,0,0,None
2020-04-14,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,95500.0,30,3183.33,Tue,0,0,1,Dr Ambedkar Jayanti
2020-04-14,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,304700.0,108,2821.3,Tue,0,0,1,Dr Ambedkar Jayanti
2020-04-14,ATM_03,ATM_03_Residential,Residential Suburb,2000000,145700.0,62,2350.0,Tue,0,0,1,Dr Ambedkar Jayanti
2020-04-14,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,414200.0,145,2856.55,Tue,0,0,1,Dr Ambedkar Jayanti
2020-04-14,ATM_05,ATM_05_University,University Campus,1500000,31100.0,9,3455.56,Tue,0,0,1,Dr Ambedkar Jayanti
2020-04-15,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,227100.0,68,3339.71,Wed,0,0,0,None
2020-04-15,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,182400.0,52,3507.69,Wed,0,0,0,None
2020-04-15,ATM_03,ATM_03_Residential,Residential Suburb,2000000,129700.0,56,2316.07,Wed,0,0,0,None
2020-04-15,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,286800.0,92,3117.39,Wed,0,0,0,None
2020-04-15,ATM_05,ATM_05_University,University Campus,1500000,97600.0,34,2870.59,Wed,0,0,0,None
2020-04-16,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,246200.0,106,2322.64,Thu,0,0,0,None
2020-04-16,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,224100.0,74,3028.38,Thu,0,0,0,None
2020-04-16,ATM_03,ATM_03_Residential,Residential Suburb,2000000,140900.0,46,3063.04,Thu,0,0,0,None
2020-04-16,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,362900.0,124,2926.61,Thu,0,0,0,None
2020-04-16,ATM_05,ATM_05_University,University Campus,1500000,87600.0,30,2920.0,Thu,0,0,0,None
2020-04-17,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,335300.0,120,2794.17,Fri,0,0,0,None
2020-04-17,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,302000.0,97,3113.4,Fri,0,0,0,None
2020-04-17,ATM_03,ATM_03_Residential,Residential Suburb,2000000,142200.0,42,3385.71,Fri,0,0,0,None
2020-04-17,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,351500.0,112,3138.39,Fri,0,0,0,None
2020-04-17,ATM_05,ATM_05_University,University Campus,1500000,96400.0,38,2536.84,Fri,0,0,0,None
2020-04-18,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,92700.0,35,2648.57,Sat,1,0,0,None
2020-04-18,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,406200.0,145,2801.38,Sat,1,0,0,None
2020-04-18,ATM_03,ATM_03_Residential,Residential Suburb,2000000,150700.0,54,2790.74,Sat,1,0,0,None
2020-04-18,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,393100.0,128,3071.09,Sat,1,0,0,None
2020-04-18,ATM_05,ATM_05_University,University Campus,1500000,61900.0,18,3438.89,Sat,1,0,0,None
2020-04-19,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,78800.0,34,2317.65,Sun,1,0,0,None
2020-04-19,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,381700.0,164,2327.44,Sun,1,0,0,None
2020-04-19,ATM_03,ATM_03_Residential,Residential Suburb,2000000,148000.0,46,3217.39,Sun,1,0,0,None
2020-04-19,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,415500.0,140,2967.86,Sun,1,0,0,None
2020-04-19,ATM_05,ATM_05_University,University Campus,1500000,41000.0,13,3153.85,Sun,1,0,0,None
2020-04-20,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,245800.0,92,2671.74,Mon,0,0,0,None
2020-04-20,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,188800.0,61,3095.08,Mon,0,0,0,None
2020-04-20,ATM_03,ATM_03_Residential,Residential Suburb,2000000,144600.0,46,3143.48,Mon,0,0,0,None
2020-04-20,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,277700.0,80,3471.25,Mon,0,0,0,None
2020-04-20,ATM_05,ATM_05_University,University Campus,1500000,98400.0,33,2981.82,Mon,0,0,0,None
2020-04-21,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,229300.0,92,2492.39,Tue,0,0,0,None
2020-04-21,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,185200.0,79,2344.3,Tue,0,0,0,None
2020-04-21,ATM_03,ATM_03_Residential,Residential Suburb,2000000,126200.0,38,3321.05,Tue,0,0,0,None
2020-04-21,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,287200.0,97,2960.82,Tue,0,0,0,None
2020-04-21,ATM_05,ATM_05_University,University Campus,1500000,112400.0,34,3305.88,Tue,0,0,0,None
2020-04-22,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,256900.0,78,3293.59,Wed,0,0,0,None
2020-04-22,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,159000.0,53,3000.0,Wed,0,0,0,None
2020-04-22,ATM_03,ATM_03_Residential,Residential Suburb,2000000,129700.0,38,3413.16,Wed,0,0,0,None
2020-04-22,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,319100.0,97,3289.69,Wed,0,0,0,None
2020-04-22,ATM_05,ATM_05_University,University Campus,1500000,95800.0,30,3193.33,Wed,0,0,0,None
2020-04-23,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,251900.0,96,2623.96,Thu,0,0,0,None
2020-04-23,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,227600.0,68,3347.06,Thu,0,0,0,None
2020-04-23,ATM_03,ATM_03_Residential,Residential Suburb,2000000,135700.0,46,2950.0,Thu,0,0,0,None
2020-04-23,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,330600.0,109,3033.03,Thu,0,0,0,None
2020-04-23,ATM_05,ATM_05_University,University Campus,1500000,103900.0,46,2258.7,Thu,0,0,0,None
2020-04-24,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,272200.0,99,2749.49,Fri,0,0,0,None
2020-04-24,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,291500.0,110,2650.0,Fri,0,0,0,None
2020-04-24,ATM_03,ATM_03_Residential,Residential Suburb,2000000,135100.0,42,3216.67,Fri,0,0,0,None
2020-04-24,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,455200.0,154,2955.84,Fri,0,0,0,None
2020-04-24,ATM_05,ATM_05_University,University Campus,1500000,113000.0,46,2456.52,Fri,0,0,0,None
2020-04-25,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,99400.0,33,3012.12,Sat,1,0,0,None
2020-04-25,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,383100.0,125,3064.8,Sat,1,0,0,None
2020-04-25,ATM_03,ATM_03_Residential,Residential Suburb,2000000,147700.0,52,2840.38,Sat,1,0,0,None
2020-04-25,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,348500.0,109,3197.25,Sat,1,0,0,None
2020-04-25,ATM_05,ATM_05_University,University Campus,1500000,65900.0,28,2353.57,Sat,1,0,0,None
2020-04-26,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,71800.0,23,3121.74,Sun,1,0,0,None
2020-04-26,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,386500.0,136,2841.91,Sun,1,0,0,None
2020-04-26,ATM_03,ATM_03_Residential,Residential Suburb,2000000,150100.0,55,2729.09,Sun,1,0,0,None
2020-04-26,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,380300.0,127,2994.49,Sun,1,0,0,None
2020-04-26,ATM_05,ATM_05_University,University Campus,1500000,49400.0,19,2600.0,Sun,1,0,0,None
2020-04-27,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,251600.0,105,2396.19,Mon,0,0,0,None
2020-04-27,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,180200.0,81,2224.69,Mon,0,0,0,None
2020-04-27,ATM_03,ATM_03_Residential,Residential Suburb,2000000,152300.0,48,3172.92,Mon,0,0,0,None
2020-04-27,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,385400.0,123,3133.33,Mon,0,0,0,None
2020-04-27,ATM_05,ATM_05_University,University Campus,1500000,113900.0,39,2920.51,Mon,0,0,0,None
2020-04-28,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,257200.0,112,2296.43,Tue,0,0,0,None
2020-04-28,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,162600.0,48,3387.5,Tue,0,0,0,None
2020-04-28,ATM_03,ATM_03_Residential,Residential Suburb,2000000,132300.0,38,3481.58,Tue,0,0,0,None
2020-04-28,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,334900.0,100,3349.0,Tue,0,0,0,None
2020-04-28,ATM_05,ATM_05_University,University Campus,1500000,90400.0,28,3228.57,Tue,0,0,0,None
2020-04-29,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,218000.0,79,2759.49,Wed,0,0,0,None
2020-04-29,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,208000.0,79,2632.91,Wed,0,0,0,None
2020-04-29,ATM_03,ATM_03_Residential,Residential Suburb,2000000,131900.0,40,3297.5,Wed,0,0,0,None
2020-04-29,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,271700.0,80,3396.25,Wed,0,0,0,None
2020-04-29,ATM_05,ATM_05_University,University Campus,1500000,85300.0,36,2369.44,Wed,0,0,0,None
2020-04-30,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,247900.0,83,2986.75,Thu,0,0,0,None
2020-04-30,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,214800.0,74,2902.7,Thu,0,0,0,None
2020-04-30,ATM_03,ATM_03_Residential,Residential Suburb,2000000,129400.0,48,2695.83,Thu,0,0,0,None
2020-04-30,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,371500.0,141,2634.75,Thu,0,0,0,None
2020-04-30,ATM_05,ATM_05_University,University Campus,1500000,106300.0,45,2362.22,Thu,0,0,0,None
2020-05-01,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,203100.0,70,2901.43,Fri,0,1,1,May Day
2020-05-01,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,716000.0,227,3154.19,Fri,0,1,1,May Day
2020-05-01,ATM_03,ATM_03_Residential,Residential Suburb,2000000,204400.0,62,3296.77,Fri,0,1,1,May Day
2020-05-01,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,677200.0,283,2392.93,Fri,0,1,1,May Day
2020-05-01,ATM_05,ATM_05_University,University Campus,1500000,42700.0,17,2511.76,Fri,0,1,1,May Day
2020-05-02,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,150500.0,49,3071.43,Sat,1,1,0,None
2020-05-02,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,421300.0,173,2435.26,Sat,1,1,0,None
2020-05-02,ATM_03,ATM_03_Residential,Residential Suburb,2000000,206600.0,64,3228.12,Sat,1,1,0,None
2020-05-02,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,372500.0,116,3211.21,Sat,1,1,0,None
2020-05-02,ATM_05,ATM_05_University,University Campus,1500000,71300.0,24,2970.83,Sat,1,1,0,None
2020-05-03,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,138700.0,45,3082.22,Sun,1,1,0,None
2020-05-03,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,378000.0,125,3024.0,Sun,1,1,0,None
2020-05-03,ATM_03,ATM_03_Residential,Residential Suburb,2000000,183900.0,76,2419.74,Sun,1,1,0,None
2020-05-03,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,496000.0,191,2596.86,Sun,1,1,0,None
2020-05-03,ATM_05,ATM_05_University,University Campus,1500000,65700.0,25,2628.0,Sun,1,1,0,None
2020-05-04,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,469600.0,180,2608.89,Mon,0,1,0,None
2020-05-04,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,221900.0,79,2808.86,Mon,0,1,0,None
2020-05-04,ATM_03,ATM_03_Residential,Residential Suburb,2000000,212100.0,92,2305.43,Mon,0,1,0,None
2020-05-04,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,446400.0,134,3331.34,Mon,0,1,0,None
2020-05-04,ATM_05,ATM_05_University,University Campus,1500000,156300.0,54,2894.44,Mon,0,1,0,None
2020-05-05,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,376400.0,134,2808.96,Tue,0,1,0,None
2020-05-05,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,189400.0,56,3382.14,Tue,0,1,0,None
2020-05-05,ATM_03,ATM_03_Residential,Residential Suburb,2000000,167300.0,60,2788.33,Tue,0,1,0,None
2020-05-05,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,400100.0,152,2632.24,Tue,0,1,0,None
2020-05-05,ATM_05,ATM_05_University,University Campus,1500000,122000.0,43,2837.21,Tue,0,1,0,None
2020-05-06,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,228700.0,97,2357.73,Wed,0,0,0,None
2020-05-06,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,207100.0,61,3395.08,Wed,0,0,0,None
2020-05-06,ATM_03,ATM_03_Residential,Residential Suburb,2000000,121800.0,42,2900.0,Wed,0,0,0,None
2020-05-06,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,371100.0,153,2425.49,Wed,0,0,0,None
2020-05-06,ATM_05,ATM_05_University,University Campus,1500000,94800.0,34,2788.24,Wed,0,0,0,None
2020-05-07,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,255900.0,88,2907.95,Thu,0,0,0,None
2020-05-07,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,236700.0,92,2572.83,Thu,0,0,0,None
2020-05-07,ATM_03,ATM_03_Residential,Residential Suburb,2000000,139100.0,50,2782.0,Thu,0,0,0,None
2020-05-07,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,314000.0,97,3237.11,Thu,0,0,0,None
2020-05-07,ATM_05,ATM_05_University,University Campus,1500000,109500.0,36,3041.67,Thu,0,0,0,None
2020-05-08,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,276500.0,89,3106.74,Fri,0,0,0,None
2020-05-08,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,313300.0,121,2589.26,Fri,0,0,0,None
2020-05-08,ATM_03,ATM_03_Residential,Residential Suburb,2000000,140000.0,41,3414.63,Fri,0,0,0,None
2020-05-08,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,324500.0,97,3345.36,Fri,0,0,0,None
2020-05-08,ATM_05,ATM_05_University,University Campus,1500000,101800.0,42,2423.81,Fri,0,0,0,None
2020-05-09,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,105200.0,39,2697.44,Sat,1,0,0,None
2020-05-09,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,449900.0,166,2710.24,Sat,1,0,0,None
2020-05-09,ATM_03,ATM_03_Residential,Residential Suburb,2000000,148700.0,50,2974.0,Sat,1,0,0,None
2020-05-09,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,412000.0,153,2692.81,Sat,1,0,0,None
2020-05-09,ATM_05,ATM_05_University,University Campus,1500000,61300.0,18,3405.56,Sat,1,0,0,None
2020-05-10,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,78400.0,23,3408.7,Sun,1,0,0,None
2020-05-10,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,316600.0,100,3166.0,Sun,1,0,0,None
2020-05-10,ATM_03,ATM_03_Residential,Residential Suburb,2000000,144500.0,47,3074.47,Sun,1,0,0,None
2020-05-10,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,333800.0,121,2758.68,Sun,1,0,0,None
2020-05-10,ATM_05,ATM_05_University,University Campus,1500000,42600.0,17,2505.88,Sun,1,0,0,None
2020-05-11,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,260600.0,105,2481.9,Mon,0,0,0,None
2020-05-11,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,197000.0,78,2525.64,Mon,0,0,0,None
2020-05-11,ATM_03,ATM_03_Residential,Residential Suburb,2000000,138900.0,58,2394.83,Mon,0,0,0,None
2020-05-11,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,433300.0,185,2342.16,Mon,0,0,0,None
2020-05-11,ATM_05,ATM_05_University,University Campus,1500000,112100.0,35,3202.86,Mon,0,0,0,None
2020-05-12,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,255600.0,113,2261.95,Tue,0,0,0,None
2020-05-12,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,155600.0,58,2682.76,Tue,0,0,0,None
2020-05-12,ATM_03,ATM_03_Residential,Residential Suburb,2000000,129000.0,47,2744.68,Tue,0,0,0,None
2020-05-12,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,306300.0,127,2411.81,Tue,0,0,0,None
2020-05-12,ATM_05,ATM_05_University,University Campus,1500000,106700.0,32,3334.38,Tue,0,0,0,None
2020-05-13,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,198000.0,81,2444.44,Wed,0,0,0,None
2020-05-13,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,182100.0,59,3086.44,Wed,0,0,0,None
2020-05-13,ATM_03,ATM_03_Residential,Residential Suburb,2000000,131600.0,52,2530.77,Wed,0,0,0,None
2020-05-13,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,290900.0,91,3196.7,Wed,0,0,0,None
2020-05-13,ATM_05,ATM_05_University,University Campus,1500000,97100.0,34,2855.88,Wed,0,0,0,None
2020-05-14,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,219800.0,67,3280.6,Thu,0,0,0,None
2020-05-14,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,220800.0,78,2830.77,Thu,0,0,0,None
2020-05-14,ATM_03,ATM_03_Residential,Residential Suburb,2000000,136500.0,39,3500.0,Thu,0,0,0,None
2020-05-14,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,309400.0,88,3515.91,Thu,0,0,0,None
2020-05-14,ATM_05,ATM_05_University,University Campus,1500000,92200.0,34,2711.76,Thu,0,0,0,None
2020-05-15,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,271900.0,94,2892.55,Fri,0,0,0,None
2020-05-15,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,363300.0,112,3243.75,Fri,0,0,0,None
2020-05-15,ATM_03,ATM_03_Residential,Residential Suburb,2000000,138800.0,58,2393.1,Fri,0,0,0,None
2020-05-15,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,392400.0,117,3353.85,Fri,0,0,0,None
2020-05-15,ATM_05,ATM_05_University,University Campus,1500000,122200.0,41,2980.49,Fri,0,0,0,None
2020-05-16,ATM_01,ATM_01_TechPark,Commercial / Tech Park,2500000,147700.0,44,3356.82,Sat,1,0,0,None
2020-05-16,ATM_02,ATM_02_ShoppingMall,Shopping Mall & Entertainment,3000000,594700.0,231,2574.46,Sat,1,0,0,None
2020-05-16,ATM_03,ATM_03_Residential,Residential Suburb,2000000,207500.0,61,3401.64,Sat,1,0,0,None
2020-05-16,ATM_04,ATM_04_TransitHub,Airport / Transit Terminal,3500000,463800.0,193,2403.11,Sat,1,0,0,None
